land_description,latitude,longitude
SW-01-55-09-W4,53.71561786,-111.2178713
SE-26-54-09-W4,53.68682894,-111.2124678
SE-26-54-09-W4,53.69054359,-111.2124623
SW-25-54-09-W4,53.69055366,-111.2000342
SE-01-55-09-W4,53.71560974,-111.1993997
NW-35-54-09-W4,53.71207697,-111.2309067
NE-34-54-09-W4,53.71207919,-111.2371428
SW-02-55-09-W4,53.71561955,-111.236314
SW-02-55-09-W4,53.71914694,-111.2363498
SW-11-54-09-W4,53.64686288,-111.2246218
SW-14-54-09-W4,53.657793,-111.224605
SW-15-54-09-W4,53.661498,-111.2492095
SW-23-54-09-W4,53.67593624,-111.2246056
SE-22-54-09-W4,53.67593682,-111.2370534
SW-15-54-09-W4,53.65779689,-111.2492083
NE-07-54-08-W4,53.65401132,-111.1639043
SE-18-54-08-W4,53.65771256,-111.1639021
SW-07-54-08-W4,53.64684131,-111.1756611
NW-06-54-08-W4,53.6396384,-111.1816898
NW-07-54-08-W4,53.65409454,-111.1816886
SW-03-55-09-W4,53.71916903,-111.2610799
SW-03-55-09-W4,53.71561792,-111.2610431
SW-04-55-09-W4,53.71562274,-111.2857995
SE-04-55-09-W4,53.71561571,-111.273559
SW-32-54-09-W4,53.7049985,-111.298515
SE-16-54-09-W4,53.66149525,-111.2616564
SW-15-54-09-W4,53.66149702,-111.2554373
NW-15-54-09-W4,53.66871817,-111.2554407
SW-22-54-09-W4,53.67593837,-111.2554389
SE-21-54-09-W4,53.67593911,-111.261661
NE-21-54-09-W4,53.68315964,-111.2616611
SE-33-54-09-W4,53.70501063,-111.2616903
SE-05-54-09-W4,53.63240168,-111.286262
NE-05-54-09-W4,53.63962574,-111.2862609
SW-04-54-09-W4,53.63240695,-111.2800385
NW-28-53-09-W4,53.61048255,-111.279914
SW-04-54-09-W4,53.63240832,-111.273818
NW-33-53-09-W4,53.62496964,-111.273785
SW-33-53-09-W4,53.6177063,-111.2737297
NW-28-53-09-W4,53.61047393,-111.2737057
SE-20-54-09-W4,53.675934,-111.2862574
NW-21-54-09-W4,53.68316205,-111.2800423
SW-20-54-09-W4,53.67592644,-111.2984248
NW-17-54-09-W4,53.66870165,-111.2984064
SW-29-54-09-W4,53.69055586,-111.2984691
SW-21-54-09-W4,53.67593867,-111.2738
SW-16-54-09-W4,53.66149126,-111.27379
NW-28-54-09-W4,53.69778898,-111.2738423
NE-20-54-09-W4,53.68315892,-111.2862787
SE-09-54-09-W4,53.64685816,-111.2616706
SW-10-54-09-W4,53.64685908,-111.2554493
NW-09-54-09-W4,53.65408409,-111.2737925
NW-10-54-09-W4,53.65408767,-111.2492137
SW-16-54-09-W4,53.65778622,-111.2800079
SE-17-54-09-W4,53.65778224,-111.286238
NE-08-54-09-W4,53.65407877,-111.2862419
NW-16-54-09-W4,53.6687132,-111.2800102
NE-17-54-09-W4,53.66870952,-111.2862446
SW-09-54-09-W4,53.64685635,-111.2738067
NW-04-54-09-W4,53.63963062,-111.2800365
SW-21-54-09-W4,53.67593746,-111.2800214
NW-04-54-09-W4,53.63963207,-111.2738141
SW-16-54-09-W4,53.66148895,-111.2800087
SW-17-54-09-W4,53.65777337,-111.2983938
NW-34-53-09-W4,53.62495748,-111.2492201
NE-33-53-09-W4,53.62496062,-111.2616542
SE-04-54-09-W4,53.62871104,-111.2616816
SW-03-54-09-W4,53.62871293,-111.2554612
SW-03-54-09-W4,53.62871578,-111.2492367
SW-03-54-09-W4,53.63241106,-111.2554588
NE-04-54-09-W4,53.63963428,-111.2616749
NW-03-54-09-W4,53.6396371,-111.2492288
NW-34-53-09-W4,53.62495523,-111.2554407
NW-05-54-09-W4,53.63961565,-111.2984052
SW-05-54-09-W4,53.6286873,-111.2984047
NW-27-53-09-W4,53.61044565,-111.2491781
NW-27-53-09-W4,53.61044763,-111.255386
SW-34-53-09-W4,53.61767612,-111.2491885
SW-34-53-09-W4,53.61767636,-111.2553998
SE-33-53-09-W4,53.61768694,-111.2616116
NW-33-54-09-W4,53.71207616,-111.2738807
SW-03-55-09-W4,53.71561237,-111.2673153
SE-05-55-09-W4,53.71915478,-111.2982749
SW-04-55-09-W4,53.71916224,-111.2857614
NE-32-54-09-W4,53.71208138,-111.2863423
SW-33-54-09-W4,53.70501646,-111.2800862
SE-32-54-09-W4,53.7050131,-111.2863352
SE-29-54-09-W4,53.68686171,-111.2862896
SW-28-54-09-W4,53.68686457,-111.280053
SE-28-54-09-W4,53.69056088,-111.2616611
SE-29-54-09-W4,53.69056375,-111.2863001
NW-20-54-09-W4,53.68315204,-111.2984469
SW-30-54-08-W4,53.68689012,-111.1816849
SW-30-54-08-W4,53.69060047,-111.1816844
SW-30-54-08-W4,53.68685698,-111.1756462
SW-30-54-08-W4,53.69056493,-111.1756456
NW-30-54-08-W4,53.69779939,-111.1756408
SW-25-54-09-W4,53.69053721,-111.2062509
NW-36-54-09-W4,53.71208037,-111.2000544
NW-25-54-09-W4,53.69779307,-111.2000254
NW-25-54-09-W4,53.69777719,-111.2062418
NE-35-54-09-W4,53.71207525,-111.2125043
NW-35-54-09-W4,53.71207757,-111.2246686
SW-01-55-09-W4,53.71561571,-111.2116395
SE-02-55-09-W4,53.71561788,-111.2241252
SW-01-55-09-W4,53.71913939,-111.2116047
SW-01-55-09-W4,53.71914564,-111.2178677
SE-03-55-09-W4,53.71915554,-111.2488766
SW-02-55-09-W4,53.71914768,-111.2426094
SW-02-55-09-W4,53.71562156,-111.2426199
NW-22-54-09-W4,53.68315754,-111.255432
NW-27-54-09-W4,53.69778076,-111.2491854
SE-34-54-09-W4,53.70501666,-111.2370649
SW-35-54-09-W4,53.70501858,-111.2308309
NW-34-54-09-W4,53.71208086,-111.2492912
NW-34-54-09-W4,53.71208232,-111.2555092
SW-26-54-09-W4,53.69056239,-111.230798
SW-27-54-09-W4,53.69055749,-111.2554249
SW-34-54-09-W4,53.70501064,-111.2492204
NE-21-53-09-W4,53.59581494,-111.2616142
SW-27-53-09-W4,53.59950533,-111.2554058
SE-28-53-09-W4,53.59951602,-111.2616142
SW-27-53-09-W4,53.60321234,-111.2491868
SW-27-53-09-W4,53.60321309,-111.2553991
SE-28-53-09-W4,53.60322309,-111.2616071
NW-22-53-09-W4,53.59580318,-111.255408
SE-08-53-09-W4,53.55952946,-111.2862726
NE-17-53-09-W4,53.58139864,-111.2861741
NW-09-53-09-W4,53.56676898,-111.2800493
SW-16-53-09-W4,53.57417669,-111.2799719
SW-16-53-09-W4,53.57416692,-111.2737668
NW-21-53-09-W4,53.5958373,-111.2737237
SW-28-53-09-W4,53.59954681,-111.2799357
NE-20-53-09-W4,53.59584698,-111.2862093
SW-15-53-09-W4,53.57416066,-111.2492218
NW-15-53-09-W4,53.58136972,-111.2492045
SW-22-53-09-W4,53.58857943,-111.255412
SE-21-53-09-W4,53.58859284,-111.2616147
SE-16-53-09-W4,53.57415985,-111.2616536
SW-15-53-09-W4,53.57415461,-111.2554421
NE-04-53-09-W4,53.55230746,-111.2617091
NE-09-53-09-W4,53.56676649,-111.2616779
SW-10-53-09-W4,53.55954303,-111.2554849
NW-10-53-09-W4,53.56676559,-111.2554617
SW-15-53-09-W4,53.57045985,-111.2554517
SE-16-53-09-W4,53.5704634,-111.2616648
NW-03-53-09-W4,53.55230959,-111.2554929
SE-09-53-09-W4,53.5595405,-111.2617021
SW-10-53-09-W4,53.55954167,-111.2492502
NE-01-54-09-W4,53.63963875,-111.1879099
NE-12-54-09-W4,53.65409346,-111.1879095
SE-12-54-09-W4,53.64686692,-111.1879091
SW-06-54-08-W4,53.63240897,-111.1816904
SW-06-54-08-W4,53.6323854,-111.1756731
NW-24-54-09-W4,53.68313529,-111.2062553
NW-24-54-09-W4,53.68314937,-111.2000344
SW-25-54-09-W4,53.68681994,-111.2062556
SW-25-54-09-W4,53.68683842,-111.2000369
SE-25-54-09-W4,53.6868737,-111.1879038
SW-24-54-09-W4,53.67593639,-111.2062544
SW-19-54-08-W4,53.67596574,-111.1816863
SW-24-54-09-W4,53.67594439,-111.2000354
SE-15-54-09-W4,53.66149823,-111.2370566
SW-23-54-09-W4,53.67593603,-111.2308244
SE-27-54-09-W4,53.68685689,-111.2370332
NE-15-54-09-W4,53.66871847,-111.2370584
NE-22-54-09-W4,53.68315702,-111.2370408
SW-13-54-09-W4,53.65779066,-111.2062629
SW-13-54-09-W4,53.65779284,-111.2000444
SW-18-54-08-W4,53.66147464,-111.1756573
SE-13-54-09-W4,53.66150225,-111.1879075
SW-18-54-08-W4,53.66150416,-111.1816879
NE-14-54-09-W4,53.66871886,-111.2124685
SW-02-54-09-W4,53.62871984,-111.224642
SW-02-54-09-W4,53.63242251,-111.2308625
NE-03-54-09-W4,53.6396403,-111.2370805
NW-02-54-09-W4,53.63964148,-111.2308534
SE-10-54-09-W4,53.64686231,-111.2370705
SW-11-54-09-W4,53.64686296,-111.2308442
NW-11-54-09-W4,53.65408867,-111.2246112
SW-14-54-09-W4,53.66149649,-111.2246055
SE-11-54-09-W4,53.64686143,-111.2124837
SW-01-54-09-W4,53.63241315,-111.2062712
NW-01-54-09-W4,53.63963714,-111.2062675
SW-12-54-09-W4,53.6468611,-111.2062638
NW-12-54-09-W4,53.65408674,-111.2062626
NW-01-54-09-W4,53.63963782,-111.2000467
SW-33-53-09-W4,53.61771527,-111.2799399
NE-32-53-09-W4,53.62496966,-111.2862363
NW-33-53-09-W4,53.62497332,-111.2800063
SE-05-54-09-W4,53.62869863,-111.2862626
SW-04-54-09-W4,53.62870399,-111.2800395
SW-04-54-09-W4,53.62870664,-111.2738187
NW-16-53-09-W4,53.58139778,-111.2737226
NW-16-53-09-W4,53.58140684,-111.2799135
SE-20-53-09-W4,53.58862687,-111.2861812
SW-21-53-09-W4,53.58863124,-111.279921
NW-32-53-09-W4,53.62496515,-111.2983961
SW-05-54-09-W4,53.63239053,-111.2984048
NW-21-53-09-W4,53.59584813,-111.2799309
SW-28-53-09-W4,53.59953664,-111.2737272
SW-28-53-09-W4,53.60324263,-111.2737197
SW-28-53-09-W4,53.60325238,-111.2799283
SE-29-53-09-W4,53.60325273,-111.2862072
SW-09-53-09-W4,53.55953073,-111.2800617
SW-09-53-09-W4,53.55953578,-111.273839
NE-08-53-09-W4,53.56676517,-111.2862655
NW-09-53-09-W4,53.56676849,-111.2738197
SE-17-53-09-W4,53.57046687,-111.2862569
SW-16-53-09-W4,53.57046953,-111.2738044
SW-16-53-09-W4,53.57047204,-111.2800344
NW-08-53-09-W4,53.56675415,-111.2983984
NW-17-53-09-W4,53.58138765,-111.2983758
SW-17-53-09-W4,53.57045563,-111.2983977
SW-17-53-09-W4,53.57415939,-111.2983902
NW-20-53-09-W4,53.59583719,-111.2984107
SW-29-53-09-W4,53.59954672,-111.2984225
NW-29-53-09-W4,53.61049655,-111.2983897
SW-29-53-09-W4,53.60325814,-111.298412
SW-20-53-09-W4,53.58861051,-111.2983815
SW-32-53-09-W4,53.61772367,-111.2983834
NW-25-53-09-W4,53.61044921,-111.2063398
SE-35-53-09-W4,53.61767004,-111.2125257
SW-36-53-09-W4,53.6176936,-111.2000802
NW-36-53-09-W4,53.62494743,-111.2062858
NE-35-53-09-W4,53.62495108,-111.2125061
SW-01-54-09-W4,53.62870948,-111.2000515
SW-01-54-09-W4,53.62871068,-111.2062731
NW-35-53-09-W4,53.62495715,-111.2246439
SW-26-53-09-W4,53.60321255,-111.2246558
SE-26-53-09-W4,53.60321699,-111.2125695
SW-25-53-09-W4,53.60322021,-111.2063725
SW-25-53-09-W4,53.60323933,-111.20013
SE-25-53-09-W4,53.60327748,-111.1879495
SE-36-53-09-W4,53.61774169,-111.1879258
SW-30-53-08-W4,53.60329633,-111.1817078
NW-30-53-08-W4,53.61053159,-111.1817029
SW-06-54-08-W4,53.62867859,-111.1756777
NW-30-53-08-W4,53.61050488,-111.1756607
SW-30-53-08-W4,53.60326992,-111.1756603
SW-31-53-08-W4,53.61773786,-111.1756649
NE-36-53-09-W4,53.62498526,-111.1879252
SW-23-53-09-W4,53.58859756,-111.2308468
NE-22-53-09-W4,53.59580742,-111.2370656
SE-27-53-09-W4,53.59950574,-111.2370653
NW-26-53-09-W4,53.61044052,-111.2308568
NE-27-53-09-W4,53.61044206,-111.2370654
SE-34-53-09-W4,53.61767329,-111.2370711
NE-15-53-09-W4,53.58138125,-111.2370669
SW-35-53-09-W4,53.61767073,-111.230861
NW-35-53-09-W4,53.62495917,-111.2308652
NE-13-53-09-W4,53.58140838,-111.1879534
NW-18-53-08-W4,53.58141542,-111.1817079
SE-24-53-09-W4,53.58863918,-111.187953
NW-19-53-08-W4,53.59585666,-111.1756593
SW-30-53-08-W4,53.59958821,-111.1817102
SW-30-53-08-W4,53.59956261,-111.1756602
NE-24-53-09-W4,53.59586674,-111.1879541
NW-13-53-09-W4,53.58138414,-111.2063849
NW-13-53-09-W4,53.5813926,-111.2001401
SE-23-53-09-W4,53.58860568,-111.2125784
SW-24-53-09-W4,53.58860822,-111.2063877
NE-14-53-09-W4,53.58138517,-111.2125738
NW-14-53-09-W4,53.58138722,-111.2246516
SW-23-53-09-W4,53.58860053,-111.224656
NW-11-53-09-W4,53.56677487,-111.2308393
SW-14-53-09-W4,53.57048155,-111.2308406
NE-10-53-09-W4,53.56677272,-111.2370756
NW-11-53-09-W4,53.56676854,-111.224649
SW-11-53-09-W4,53.55954181,-111.2308368
SE-10-53-09-W4,53.55954195,-111.2370781
SW-11-53-09-W4,53.55954051,-111.224646
SW-14-53-09-W4,53.57417097,-111.2246494
NE-03-53-09-W4,53.55231097,-111.2370951
NW-06-53-08-W4,53.55229624,-111.1756423
NW-06-53-08-W4,53.55230342,-111.1817036
SE-12-53-09-W4,53.55953654,-111.1879458
NW-07-53-08-W4,53.56676846,-111.1817057
SW-18-53-08-W4,53.57045851,-111.1756489
SE-13-53-09-W4,53.57417519,-111.1879509
SW-07-53-08-W4,53.55952437,-111.1756464
SW-18-53-08-W4,53.57416414,-111.175651
SW-12-53-09-W4,53.55953589,-111.2063711
SE-11-53-09-W4,53.55953758,-111.2125649
NW-12-53-09-W4,53.5667545,-111.2001311
NE-11-53-09-W4,53.56675561,-111.2125691
SW-13-53-09-W4,53.5704459,-111.2063785
SW-13-53-09-W4,53.57415082,-111.2063807
SE-14-53-09-W4,53.57415755,-111.2125706
NW-12-53-09-W4,53.56674904,-111.206376
NW-01-53-09-W4,53.55231289,-111.2063651
SE-14-53-09-W4,53.570455,-111.21257
SW-28-52-09-W4,53.51621839,-111.2737081
NW-21-52-09-W4,53.50883141,-111.2736651
SW-21-52-09-W4,53.50161477,-111.2736392
SE-05-53-09-W4,53.54138402,-111.286265
NE-32-52-09-W4,53.53775354,-111.2862443
SW-04-53-09-W4,53.54137933,-111.2738317
NE-33-52-09-W4,53.53777092,-111.2616738
NW-34-52-09-W4,53.53778117,-111.2554421
SW-03-53-09-W4,53.54137525,-111.2492657
NW-33-52-09-W4,53.53774863,-111.2800308
SW-04-53-09-W4,53.54138191,-111.2800484
NW-34-52-09-W4,53.53781458,-111.2492611
NW-33-52-09-W4,53.53775574,-111.2738173
NE-28-52-09-W4,53.5234359,-111.2615868
SW-33-52-09-W4,53.53060468,-111.2799956
SW-33-52-09-W4,53.53061987,-111.2737699
SW-34-52-09-W4,53.53073133,-111.2492049
NW-27-52-09-W4,53.52348394,-111.2491655
NW-27-52-09-W4,53.52344683,-111.2553629
SW-34-52-09-W4,53.5306669,-111.2553901
NE-35-52-09-W4,53.53782136,-111.2125409
SW-01-53-09-W4,53.54507984,-111.2063579
SW-01-53-09-W4,53.54137283,-111.2063543
NW-36-52-09-W4,53.53779514,-111.2063278
SW-01-53-09-W4,53.5450775,-111.2001266
NE-21-52-09-W4,53.50885521,-111.2615351
SE-21-52-09-W4,53.5016104,-111.2615175
NW-22-52-09-W4,53.50886672,-111.2553251
SW-27-52-09-W4,53.51626235,-111.2491533
SW-27-52-09-W4,53.51258797,-111.249151
SW-27-52-09-W4,53.51626618,-111.2553443
SE-28-52-09-W4,53.51258238,-111.2615535
SW-22-52-09-W4,53.50162923,-111.2491078
SW-36-52-09-W4,53.53064884,-111.2000696
SW-36-52-09-W4,53.53068827,-111.2062741
SE-35-52-09-W4,53.53074425,-111.2125158
NW-24-52-09-W4,53.50880285,-111.2000317
SW-25-52-09-W4,53.512502,-111.2000326
SW-25-52-09-W4,53.51251856,-111.20624
SE-26-52-09-W4,53.51252343,-111.2124816
SW-25-52-09-W4,53.5162075,-111.2000334
SW-25-52-09-W4,53.51622446,-111.2062417
NW-25-52-09-W4,53.52343646,-111.200034
NW-25-52-09-W4,53.52345439,-111.2062451
NE-34-52-09-W4,53.53787443,-111.2371621
SE-03-53-09-W4,53.54137288,-111.2371478
SE-03-53-09-W4,53.54508021,-111.2371298
SW-02-53-09-W4,53.54137134,-111.2309372
SW-02-53-09-W4,53.54507706,-111.224697
NW-35-52-09-W4,53.53787439,-111.224695
SW-02-53-09-W4,53.54507761,-111.2309113
SE-27-52-09-W4,53.51625447,-111.2370896
SE-27-52-09-W4,53.51255321,-111.2370867
SE-22-52-09-W4,53.50167016,-111.2370397
NW-26-52-09-W4,53.52359048,-111.2309347
NW-23-52-09-W4,53.50891855,-111.2308908
NW-26-52-09-W4,53.52355674,-111.2247004
SW-26-52-09-W4,53.51253159,-111.2246614
NW-23-52-09-W4,53.50889445,-111.2246403
SE-34-52-09-W4,53.53085631,-111.2371334
NE-27-52-09-W4,53.52355571,-111.2371032
NW-04-52-09-W4,53.46532933,-111.2735102
SE-09-52-09-W4,53.47254254,-111.2614404
NE-04-52-09-W4,53.46531901,-111.2614248
SW-10-52-09-W4,53.47253523,-111.2552379
SW-10-52-09-W4,53.47253062,-111.2490465
NW-03-52-09-W4,53.46530888,-111.249035
SE-10-52-09-W4,53.47252476,-111.2369678
SW-04-52-09-W4,53.45810651,-111.2734755
SW-04-52-09-W4,53.45440468,-111.2734573
SW-33-51-09-W4,53.44348655,-111.2736651
NW-34-51-09-W4,53.45068794,-111.249032
NE-33-51-09-W4,53.45070072,-111.2614371
SW-03-52-09-W4,53.45438438,-111.2490053
SW-03-52-09-W4,53.45808546,-111.2490149
SW-03-52-09-W4,53.45809028,-111.2552101
NW-34-51-09-W4,53.45069828,-111.2552405
SE-04-52-09-W4,53.45809627,-111.2613997
SE-15-52-09-W4,53.48715403,-111.237007
SE-15-52-09-W4,53.48345158,-111.236996
NW-14-52-09-W4,53.49437552,-111.230842
NW-14-52-09-W4,53.49437826,-111.2246137
NW-11-52-09-W4,53.47974592,-111.2245799
SW-14-52-09-W4,53.48344903,-111.2245878
NE-15-52-09-W4,53.49437821,-111.2370291
SE-16-52-09-W4,53.48717165,-111.2614735
SE-16-52-09-W4,53.48346798,-111.2614612
NW-15-52-09-W4,53.49438588,-111.2552875
SW-15-52-09-W4,53.48716217,-111.2552688
NW-10-52-09-W4,53.479757,-111.2552468
NW-15-52-09-W4,53.4943834,-111.2491003
NW-10-52-09-W4,53.47975483,-111.2490597
NE-09-52-09-W4,53.47976422,-111.2614514
NW-27-51-09-W4,53.43624044,-111.2491262
SW-34-51-09-W4,53.44348166,-111.2553234
SE-33-51-09-W4,53.44348239,-111.2615386
NE-27-51-09-W4,53.43622441,-111.2369391
SE-34-51-09-W4,53.44345062,-111.2369209
NW-16-52-09-W4,53.49440778,-111.2736078
SW-16-52-09-W4,53.48718901,-111.2735787
SW-16-52-09-W4,53.48348323,-111.2735621
NW-09-52-09-W4,53.47978017,-111.2735513
NW-01-52-09-W4,53.46526773,-111.2000461
NW-01-52-09-W4,53.46527526,-111.2062428
SW-12-52-09-W4,53.47249804,-111.200041
SW-12-52-09-W4,53.47250859,-111.2062375
NW-12-52-09-W4,53.4797291,-111.200035
SE-11-52-09-W4,53.472513,-111.2124477
SE-02-52-09-W4,53.45804964,-111.2124415
SE-02-52-09-W4,53.45434259,-111.2124399
NE-35-51-09-W4,53.45064463,-111.2124396
SE-01-52-09-W4,53.45802651,-111.1879532
NW-31-51-08-W4,53.45061226,-111.1817573
NW-07-52-08-W4,53.47969185,-111.1817498
NW-31-51-08-W4,53.45057636,-111.1757046
SW-07-52-08-W4,53.47243438,-111.1756901
NE-25-51-09-W4,53.436174,-111.1879562
NW-25-51-09-W4,53.43619016,-111.200058
NW-36-51-09-W4,53.45063024,-111.2000506
NW-36-51-09-W4,53.45063589,-111.2062508
SW-01-52-09-W4,53.45433009,-111.2000493
SW-01-52-09-W4,53.45433438,-111.2062476
NE-14-52-09-W4,53.49438171,-111.2124601
SE-14-52-09-W4,53.48344861,-111.2124491
NE-11-52-09-W4,53.47974369,-111.2124482
SW-13-52-09-W4,53.48715288,-111.2062289
NW-13-52-09-W4,53.49436481,-111.2000325
SE-13-52-09-W4,53.48340933,-111.1879438
NW-13-52-09-W4,53.49438235,-111.2062317
NW-11-52-09-W4,53.47974595,-111.2307974
SW-18-52-08-W4,53.4833953,-111.1817483
NE-13-52-09-W4,53.49432947,-111.1879356
SE-03-52-09-W4,53.45437232,-111.236914
SW-02-52-09-W4,53.4580694,-111.2307275
SW-02-52-09-W4,53.45436565,-111.230714
NW-35-51-09-W4,53.45066673,-111.2307041
NW-02-52-09-W4,53.46529172,-111.2245498
SW-02-52-09-W4,53.45806338,-111.2245309
SW-02-52-09-W4,53.45435809,-111.2245216
SW-11-52-09-W4,53.47251911,-111.224566
NE-26-51-09-W4,53.43620279,-111.212445
SW-35-51-09-W4,53.44343766,-111.2245024
SW-36-51-09-W4,53.44341893,-111.206253
NW-26-51-09-W4,53.43621498,-111.230694
NW-19-52-08-W4,53.50873428,-111.1756667
NW-19-52-08-W4,53.50874842,-111.1817177
NE-24-52-09-W4,53.50876712,-111.187923
SE-25-52-09-W4,53.51246889,-111.1879214
SW-30-52-08-W4,53.51615529,-111.1817103
NW-30-52-08-W4,53.52336926,-111.1756539
NW-09-52-08-W4,53.47944115,-111.133978
SW-16-52-08-W4,53.48311562,-111.1279391
SW-16-52-08-W4,53.48685278,-111.1339801
SE-17-52-08-W4,53.4868868,-111.1400077
SE-17-52-08-W4,53.48318047,-111.139999
NE-29-51-08-W4,53.43592366,-111.1400685
NW-29-51-08-W4,53.43599186,-111.1518451
NE-30-51-08-W4,53.43606111,-111.1639279
NW-30-51-08-W4,53.43612963,-111.1757109
NW-30-51-08-W4,53.43616487,-111.1817539
SE-31-51-08-W4,53.44328047,-111.1639301
NE-31-51-08-W4,53.45050428,-111.1639188
NW-32-51-08-W4,53.45043706,-111.1518269
SE-32-51-08-W4,53.44314535,-111.1400614
NW-29-51-08-W4,53.43602606,-111.1578851
NW-04-52-08-W4,53.46494061,-111.1279673
NE-05-52-08-W4,53.46501312,-111.1400278
NW-05-52-08-W4,53.46507674,-111.1517876
SW-09-52-08-W4,53.47217276,-111.1279528
SW-09-52-08-W4,53.47220996,-111.1339897
SW-05-52-08-W4,53.4578474,-111.1518086
SW-33-51-08-W4,53.44311277,-111.1340252
NW-33-51-08-W4,53.45034167,-111.1340212
SW-04-52-08-W4,53.45405043,-111.1340191
SE-05-52-08-W4,53.45408273,-111.1400403
SE-05-52-08-W4,53.45778555,-111.1400366
SW-04-52-08-W4,53.45775205,-111.1340131
NW-33-51-08-W4,53.45029876,-111.1279887
SW-04-52-08-W4,53.45771152,-111.1279833
SW-04-52-08-W4,53.45400699,-111.1279935
SW-05-52-08-W4,53.45414455,-111.1518185
SW-05-52-08-W4,53.45417594,-111.1578785
NW-05-52-08-W4,53.46511178,-111.1578238
NE-06-52-08-W4,53.46514678,-111.1638789
SW-08-52-08-W4,53.47234208,-111.1578068
SE-07-52-08-W4,53.47237349,-111.1638688
NW-08-52-08-W4,53.4795725,-111.1578092
SW-32-51-08-W4,53.44321222,-111.1518423
NW-32-51-08-W4,53.45046791,-111.157883
SW-32-51-08-W4,53.44324425,-111.1578897
NE-07-52-08-W4,53.47960291,-111.1638698
SE-18-52-08-W4,53.48330813,-111.1638705
SE-18-52-08-W4,53.48701352,-111.1638691
SE-30-52-08-W4,53.51241364,-111.1638693
NE-19-52-08-W4,53.50870656,-111.1638689
SW-17-52-08-W4,53.4869861,-111.1578116
SW-20-52-08-W4,53.50142033,-111.1517893
SW-29-52-08-W4,53.51236255,-111.1517974
SE-06-52-08-W4,53.45421112,-111.1639142
SE-06-52-08-W4,53.45791807,-111.1639025
NW-06-52-08-W4,53.46524369,-111.1817525
NW-07-52-08-W4,53.4796618,-111.1756886
NE-12-52-09-W4,53.47970491,-111.1879462
SE-13-52-09-W4,53.48710984,-111.1879416
NW-18-52-08-W4,53.49428814,-111.1756775
NE-36-51-09-W4,53.4506193,-111.1879553
SW-18-52-08-W4,53.48706676,-111.1756837
SW-18-52-08-W4,53.48336602,-111.1756882
NW-29-53-08-W4,53.61042729,-111.1578375
SW-29-53-08-W4,53.60319316,-111.1578216
SE-30-53-08-W4,53.60321896,-111.1638692
NE-30-53-08-W4,53.61045331,-111.1638799
SE-06-54-08-W4,53.62862861,-111.1639231
NE-06-54-08-W4,53.63956514,-111.1639153
NE-31-53-08-W4,53.62492174,-111.1639135
SE-06-54-08-W4,53.63233534,-111.1639208
SE-30-53-08-W4,53.59951194,-111.1638636
SW-29-53-08-W4,53.59948567,-111.1578134
NW-20-53-08-W4,53.59578326,-111.1578092
SW-20-53-08-W4,53.58855889,-111.1578011
SE-19-53-08-W4,53.58858162,-111.1638546
NW-20-53-08-W4,53.59576079,-111.1517737
SE-04-52-08-W4,53.45392668,-111.116206
NE-33-51-08-W4,53.45022389,-111.1162002
SE-33-51-08-W4,53.44299338,-111.1161741
NW-17-53-08-W4,53.58133448,-111.157793
SW-17-53-08-W4,53.57040734,-111.1577805
NW-08-53-08-W4,53.5667048,-111.1577763
SW-17-53-08-W4,53.57038572,-111.1517309
SW-17-53-08-W4,53.57411003,-111.1577847
NE-01-53-09-W4,53.55230575,-111.1879478
SW-08-53-08-W4,53.5594895,-111.1577681
NE-18-53-08-W4,53.58135508,-111.1638482
NE-05-53-08-W4,53.55219601,-111.1399263
NE-08-53-08-W4,53.56663968,-111.1399251
SE-17-53-08-W4,53.57404518,-111.1399457
NW-31-52-08-W4,53.53766846,-111.1817048
SW-06-53-08-W4,53.54135029,-111.1756374
SE-01-53-09-W4,53.54136416,-111.1879529
SW-06-53-08-W4,53.5450702,-111.1817025
SE-01-53-09-W4,53.54507163,-111.1879517
NE-31-52-08-W4,53.53769364,-111.1638336
SE-31-52-08-W4,53.53055373,-111.163831
NW-32-52-08-W4,53.53769981,-111.157761
SW-32-52-08-W4,53.53051678,-111.1517735
SW-05-53-08-W4,53.54501048,-111.1517419
NE-30-52-08-W4,53.52334467,-111.1638576
SW-05-53-08-W4,53.54131092,-111.1577474
NW-32-52-08-W4,53.53766507,-111.1517532
SE-06-53-08-W4,53.54504175,-111.1638134
SW-06-53-08-W4,53.54506061,-111.1756371
NW-20-52-08-W4,53.50869179,-111.1578189
SW-29-52-08-W4,53.51610632,-111.1578157
NW-17-52-08-W4,53.49422142,-111.1578139
SW-17-52-08-W4,53.48327798,-111.1578104
SE-05-53-08-W4,53.54124784,-111.1400212
NE-32-52-08-W4,53.53760333,-111.1400177
SE-05-53-08-W4,53.54496139,-111.139991
SE-29-52-08-W4,53.5159967,-111.1400493
NE-29-52-08-W4,53.52322064,-111.1400381
SE-20-52-08-W4,53.50134965,-111.1400378
NW-10-54-09-W4,53.65408621,-111.2554412
SE-16-54-09-W4,53.65779396,-111.2616547
SW-27-54-09-W4,53.6868574,-111.2554285
NE-28-54-09-W4,53.69778138,-111.2616612
SE-03-55-09-W4,53.71562232,-111.2488525
SW-03-54-09-W4,53.63241439,-111.2492335
SW-27-54-09-W4,53.690559,-111.2491912
SW-16-54-09-W4,53.65778915,-111.2737887
NW-16-54-09-W4,53.6687147,-111.2737919
