land_description,latitude,longitude
NE-36-26-03-W4,51.26682107,-110.2899097
NE-25-26-03-W4,51.25235828,-110.2899116
SW-06-27-02-W4,51.27422928,-110.2863107
SE-01-27-03-W4,51.27423512,-110.2922425
SE-22-26-03-W4,51.23048976,-110.3364461
SW-23-26-03-W4,51.2304919,-110.3305617
SW-23-26-03-W4,51.23049911,-110.3246801
SW-14-26-03-W4,51.21233191,-110.3305588
SW-14-26-03-W4,51.21603505,-110.3305594
SE-15-26-03-W4,51.2160391,-110.3364422
NW-14-26-03-W4,51.22326046,-110.3305605
NE-15-26-03-W4,51.22326117,-110.3364441
NW-23-26-03-W4,51.23772885,-110.3305619
NW-23-26-03-W4,51.23773328,-110.3246959
NE-22-26-03-W4,51.23771981,-110.3364432
NW-15-26-03-W4,51.22326199,-110.3479266
SE-21-26-03-W4,51.23047768,-110.3596991
SW-22-26-03-W4,51.23048313,-110.3538131
SW-22-26-03-W4,51.23048558,-110.3479279
NE-21-26-03-W4,51.23769121,-110.3597019
NW-22-26-03-W4,51.2376916,-110.3538129
NW-22-26-03-W4,51.23770138,-110.3479247
SW-13-27-03-W4,51.29964833,-110.303822
SW-13-27-03-W4,51.2996513,-110.3097557
SW-13-27-03-W4,51.30335571,-110.3038205
SW-13-27-03-W4,51.30335915,-110.3097535
NW-13-27-03-W4,51.31058984,-110.3038173
NW-13-27-03-W4,51.31059376,-110.3097494
NW-01-27-03-W4,51.28147961,-110.3038418
NW-01-27-03-W4,51.28148355,-110.3097838
SW-12-27-03-W4,51.28870929,-110.3038431
NW-12-27-03-W4,51.29594167,-110.3038288
NW-12-27-03-W4,51.29594535,-110.3097645
SW-12-27-03-W4,51.28871321,-110.3097832
NW-25-26-03-W4,51.2523825,-110.307292
SW-36-26-03-W4,51.25960424,-110.3014014
SW-36-26-03-W4,51.25961178,-110.3072909
NW-25-26-03-W4,51.25237423,-110.3014025
NW-36-26-03-W4,51.26682949,-110.3013995
SW-01-27-03-W4,51.2705312,-110.3038489
SW-01-27-03-W4,51.27053305,-110.3097339
SW-01-27-03-W4,51.27424527,-110.3038203
SW-01-27-03-W4,51.27424852,-110.3097545
NW-36-26-03-W4,51.26683313,-110.3072921
SW-17-23-01-W4,50.95398802,-110.1153171
SW-17-23-01-W4,50.95027954,-110.115316
NW-08-23-01-W4,50.94657165,-110.1153142
SE-17-23-01-W4,50.95029063,-110.1038502
SE-17-23-01-W4,50.95399988,-110.1038491
SW-07-23-01-W4,50.93930255,-110.1385378
NW-07-23-01-W4,50.94653637,-110.1385525
SW-18-23-01-W4,50.95395624,-110.1385565
SW-18-23-01-W4,50.95024633,-110.1385594
NW-18-23-01-W4,50.96119278,-110.1385506
SW-19-23-01-W4,50.96842703,-110.138549
NE-18-23-01-W4,50.96120711,-110.1270818
NW-17-23-01-W4,50.96121635,-110.1211992
NW-17-23-01-W4,50.9612237,-110.1153197
NE-17-23-01-W4,50.96123711,-110.1038473
SE-19-23-01-W4,50.96844557,-110.1270807
SW-20-23-01-W4,50.96846184,-110.1153238
SE-20-23-01-W4,50.96847546,-110.103847
SE-18-23-01-W4,50.95026455,-110.1270897
SE-18-23-01-W4,50.95397168,-110.1270872
NE-07-23-01-W4,50.94655739,-110.1270827
SW-17-23-01-W4,50.9539814,-110.1211944
SW-17-23-01-W4,50.95027349,-110.1211919
NW-08-23-01-W4,50.94656569,-110.1211894
SW-08-23-01-W4,50.93933632,-110.115311
SE-08-23-01-W4,50.93934614,-110.1038505
SE-07-23-01-W4,50.93932287,-110.1270674
SW-08-23-01-W4,50.93933088,-110.1211845
SW-13-23-02-W4,50.95392062,-110.1675926
NW-12-23-02-W4,50.94648686,-110.1675735
SW-13-23-02-W4,50.95019779,-110.1675604
SW-13-23-02-W4,50.95392867,-110.1617198
NW-12-23-02-W4,50.94649613,-110.1617084
SW-13-23-02-W4,50.9502064,-110.1616967
SW-07-23-01-W4,50.93929404,-110.1444114
NE-12-23-02-W4,50.94651552,-110.1502716
NW-07-23-01-W4,50.9465275,-110.1444153
SE-13-23-02-W4,50.95022561,-110.1502684
SW-18-23-01-W4,50.95023666,-110.1444173
SE-13-23-02-W4,50.95393993,-110.1502771
SW-18-23-01-W4,50.95394603,-110.1444193
SE-12-23-02-W4,50.9392811,-110.1502797
NE-13-23-02-W4,50.96118153,-110.1502878
NW-18-23-01-W4,50.9611831,-110.1444231
SW-19-23-01-W4,50.96841726,-110.144427
SE-24-23-02-W4,50.96841721,-110.1502983
NW-11-23-02-W4,50.9465072,-110.1850008
SW-14-23-02-W4,50.95021257,-110.184997
SW-14-23-02-W4,50.95392083,-110.1849966
SE-14-23-02-W4,50.95391836,-110.1734846
NE-11-23-02-W4,50.94649404,-110.1734774
SE-14-23-02-W4,50.95020281,-110.1734679
NW-13-23-02-W4,50.96117393,-110.1617427
SW-24-23-02-W4,50.96841551,-110.1676221
SW-24-23-02-W4,50.96841645,-110.1617527
NE-14-23-02-W4,50.96116827,-110.1735055
NW-14-23-02-W4,50.96115483,-110.1850024
SE-23-23-02-W4,50.96840741,-110.173513
NW-13-23-02-W4,50.96117271,-110.1676192
SW-23-23-02-W4,50.96839144,-110.1850105
SW-12-23-02-W4,50.93924637,-110.1676017
SW-11-23-02-W4,50.9392762,-110.1850106
SW-12-23-02-W4,50.93925819,-110.1617318
SW-10-23-02-W4,50.93928731,-110.2082815
SW-10-23-02-W4,50.93928759,-110.2141671
SE-15-23-02-W4,50.95392414,-110.1967887
NE-15-23-02-W4,50.96115268,-110.1967851
SW-23-23-02-W4,50.96838284,-110.1909034
SW-14-23-02-W4,50.95392164,-110.1909028
NW-14-23-02-W4,50.96114947,-110.1908993
SE-22-23-02-W4,50.96838494,-110.1967859
SW-11-23-02-W4,50.93928525,-110.1909099
SE-10-23-02-W4,50.93928626,-110.1967959
SE-16-23-02-W4,50.95395488,-110.2200506
NE-16-23-02-W4,50.9611822,-110.220048
SE-21-23-02-W4,50.96840952,-110.2200454
SW-22-23-02-W4,50.96839304,-110.2141511
NW-15-23-02-W4,50.96115893,-110.2082698
SW-22-23-02-W4,50.96839037,-110.2082665
SW-15-23-02-W4,50.95392867,-110.2082737
NE-09-23-02-W4,50.94654673,-110.2200532
SW-15-23-02-W4,50.95022315,-110.2082754
SE-16-23-02-W4,50.95025067,-110.2200529
SE-15-23-02-W4,50.95021949,-110.1967903
SW-15-23-02-W4,50.95022466,-110.2141611
SW-14-23-02-W4,50.9502172,-110.1909046
NW-10-23-02-W4,50.94651876,-110.2141631
NW-11-23-02-W4,50.94651302,-110.1909064
SE-24-24-02-W4,51.05581856,-110.1503657
NW-19-24-01-W4,51.06304793,-110.1444852
NE-24-24-02-W4,51.06305804,-110.1503694
SW-19-24-01-W4,51.05580992,-110.1444804
SW-30-24-01-W4,51.06675725,-110.1444877
SE-25-24-02-W4,51.06676831,-110.1503709
SW-30-24-01-W4,51.07046679,-110.1444903
SE-25-24-02-W4,51.07047854,-110.1503743
SW-18-24-01-W4,51.04133387,-110.1444706
SE-13-24-02-W4,51.04133971,-110.1503567
NW-18-24-01-W4,51.04857189,-110.1444755
NE-13-24-02-W4,51.0485792,-110.1503615
NW-07-24-01-W4,51.03391502,-110.1444655
SW-07-24-01-W4,51.02667697,-110.1444606
NE-12-24-02-W4,51.03392052,-110.1503512
SE-12-24-02-W4,51.02668213,-110.150347
SE-13-24-02-W4,51.03762957,-110.1503538
SW-18-24-01-W4,51.03762434,-110.144468
NW-12-24-02-W4,51.03393647,-110.1677224
SE-16-24-02-W4,51.037637,-110.2201232
SW-15-24-02-W4,51.04134982,-110.2083553
SW-15-24-02-W4,51.04135056,-110.2142419
SW-13-24-02-W4,51.0413567,-110.1677268
NE-15-24-02-W4,51.04859085,-110.1968746
SW-02-24-02-W4,51.01220751,-110.1909679
SW-02-24-02-W4,51.00849786,-110.1909658
NW-35-23-02-W4,51.00478481,-110.1909592
SW-02-24-02-W4,51.01220823,-110.1850812
SW-02-24-02-W4,51.00849796,-110.1850795
NW-35-23-02-W4,51.0047902,-110.1850753
NW-13-24-02-W4,51.04859351,-110.1618459
NE-14-24-02-W4,51.04859841,-110.1736168
NW-13-24-02-W4,51.04860059,-110.1677312
SW-14-24-02-W4,51.04134668,-110.1909843
SE-15-24-02-W4,51.04134785,-110.1968699
SW-14-24-02-W4,51.04134953,-110.1850986
NW-14-24-02-W4,51.04859033,-110.1909884
NW-14-24-02-W4,51.04859324,-110.185102
NW-11-24-02-W4,51.03392227,-110.1909802
NE-10-24-02-W4,51.03392403,-110.1968665
NW-11-24-02-W4,51.03392618,-110.1850943
SW-14-24-02-W4,51.03763169,-110.1909823
SE-15-24-02-W4,51.03763391,-110.1968683
SW-14-24-02-W4,51.03763527,-110.1850962
NW-10-24-02-W4,51.03392727,-110.2083521
SW-12-24-02-W4,51.02669218,-110.1618323
SE-11-24-02-W4,51.02669418,-110.1736038
SW-12-24-02-W4,51.02669708,-110.167718
NW-12-24-02-W4,51.03393125,-110.1618363
NE-11-24-02-W4,51.0339333,-110.1736087
SW-13-24-02-W4,51.03763952,-110.1618388
SW-13-24-02-W4,51.04135111,-110.1618415
SE-14-24-02-W4,51.04135455,-110.1736133
SW-13-24-02-W4,51.03764424,-110.1677246
SE-14-24-02-W4,51.03764156,-110.1736107
NW-01-24-02-W4,51.01944975,-110.1618278
NE-02-24-02-W4,51.01945164,-110.1735995
NW-01-24-02-W4,51.01945318,-110.1677136
NW-02-24-02-W4,51.01944581,-110.190972
NW-02-24-02-W4,51.01944794,-110.1850854
SW-11-24-02-W4,51.02668405,-110.1909761
SE-10-24-02-W4,51.02668511,-110.1968625
SW-11-24-02-W4,51.02668765,-110.1850895
NE-03-24-02-W4,51.01944617,-110.1968585
SW-10-24-02-W4,51.02668692,-110.2083483
NW-03-24-02-W4,51.01944656,-110.2083444
NW-36-23-02-W4,51.00479958,-110.161812
NE-35-23-02-W4,51.00480031,-110.1735887
NW-36-23-02-W4,51.00480504,-110.1676993
SW-01-24-02-W4,51.00849571,-110.1618206
SW-01-24-02-W4,51.00849678,-110.1677069
SE-02-24-02-W4,51.00849743,-110.1735933
SW-01-24-02-W4,51.01220732,-110.1618233
SW-01-24-02-W4,51.01220923,-110.1677092
SE-02-24-02-W4,51.0122091,-110.1735952
SW-03-24-02-W4,51.01220619,-110.2083406
SW-03-24-02-W4,51.00849561,-110.2083384
NW-34-23-02-W4,51.00478248,-110.2083293
SE-03-24-02-W4,51.01220722,-110.1968545
NE-34-23-02-W4,51.00478423,-110.1968447
NW-25-25-02-W4,51.1650525,-110.1677257
SW-36-25-02-W4,51.17228394,-110.1677224
NW-36-25-02-W4,51.17951539,-110.1677192
SW-01-26-02-W4,51.18322141,-110.1677176
NW-25-25-02-W4,51.16504993,-110.1618392
SW-36-25-02-W4,51.17228134,-110.1618357
NW-36-25-02-W4,51.17951278,-110.1618322
NE-14-25-02-W4,51.13594932,-110.173624
SE-23-25-02-W4,51.14318231,-110.1736222
NW-13-25-02-W4,51.13594634,-110.1677398
SW-24-25-02-W4,51.14317772,-110.1677363
NW-24-25-02-W4,51.15040904,-110.1677328
NW-13-25-02-W4,51.13594367,-110.1618535
SW-24-25-02-W4,51.14317514,-110.1618503
NW-24-25-02-W4,51.15040647,-110.1618467
NE-23-25-02-W4,51.15041376,-110.1736244
SW-25-25-02-W4,51.15411502,-110.167731
SE-26-25-02-W4,51.15411962,-110.173625
SW-25-25-02-W4,51.1578186,-110.1618429
SE-26-25-02-W4,51.15782574,-110.1736215
SW-25-25-02-W4,51.15782117,-110.1677292
SW-25-25-02-W4,51.15411253,-110.1618447
SE-14-25-02-W4,51.12501108,-110.1736291
NW-12-25-02-W4,51.12130285,-110.1677468
SW-13-25-02-W4,51.12500881,-110.167745
SW-13-25-02-W4,51.12871493,-110.1677433
SW-13-25-02-W4,51.12871232,-110.161856
SE-14-25-02-W4,51.12871691,-110.173627
NE-11-25-02-W4,51.12130433,-110.1736314
SW-13-25-02-W4,51.12500634,-110.1618574
NW-12-25-02-W4,51.12130038,-110.1618597
NW-26-25-02-W4,51.16506977,-110.185098
SW-35-25-02-W4,51.17230271,-110.1850943
SW-02-26-02-W4,51.1832272,-110.1850923
SE-02-26-02-W4,51.18322362,-110.1736051
SE-35-25-02-W4,51.17229045,-110.173609
NE-26-25-02-W4,51.16505787,-110.173614
SE-36-25-02-W4,51.17227571,-110.1503498
NE-25-25-02-W4,51.16504433,-110.1503537
SE-25-25-02-W4,51.15781302,-110.1503577
NE-13-25-02-W4,51.13593835,-110.1503692
SE-24-25-02-W4,51.14316958,-110.1503658
NE-24-25-02-W4,51.1504009,-110.1503618
SE-25-25-02-W4,51.15410694,-110.1503598
NE-12-25-02-W4,51.12129464,-110.1503762
SE-13-25-02-W4,51.12500081,-110.1503736
SW-26-25-02-W4,51.15783997,-110.190982
SE-27-25-02-W4,51.15784043,-110.19685
SW-35-25-02-W4,51.17230864,-110.1909806
NW-35-25-02-W4,51.17953204,-110.1909801
NW-26-25-02-W4,51.16507455,-110.1909813
SW-02-26-02-W4,51.18322866,-110.1909799
NW-23-25-02-W4,51.1504205,-110.1851054
NE-22-25-02-W4,51.15042411,-110.1968515
NW-23-25-02-W4,51.15042454,-110.1909824
SW-26-25-02-W4,51.15412799,-110.185107
SW-26-25-02-W4,51.1541319,-110.1909824
SE-27-25-02-W4,51.15413228,-110.1968465
SW-26-25-02-W4,51.15783602,-110.1851041
SE-03-26-02-W4,51.18322969,-110.1968674
NE-34-25-02-W4,51.17953171,-110.1968668
SE-34-25-02-W4,51.17230701,-110.1968628
NE-27-25-02-W4,51.16507404,-110.1968576
NW-11-25-02-W4,51.12130608,-110.1909994
NW-11-25-02-W4,51.12130617,-110.1851136
NE-10-25-02-W4,51.12130891,-110.1968888
SW-14-25-02-W4,51.12501278,-110.1909989
SW-14-25-02-W4,51.12871991,-110.1909964
SE-15-25-02-W4,51.12501519,-110.1968896
NE-15-25-02-W4,51.13595429,-110.1968753
SW-23-25-02-W4,51.14318872,-110.1909856
SW-14-25-02-W4,51.12501305,-110.1851124
SW-23-25-02-W4,51.14318649,-110.1851042
NW-14-25-02-W4,51.13595273,-110.185105
SE-22-25-02-W4,51.14318907,-110.1968638
NW-14-25-02-W4,51.13595321,-110.1909913
SW-14-25-02-W4,51.12871934,-110.1851104
SE-15-25-02-W4,51.12872153,-110.1968847
SE-04-26-02-W4,51.18323115,-110.2201298
SE-33-25-02-W4,51.1722979,-110.2201143
NW-27-25-02-W4,51.16506762,-110.2142095
NW-34-25-02-W4,51.17952964,-110.2083508
SW-34-25-02-W4,51.17230221,-110.20834
SW-27-25-02-W4,51.15783738,-110.2083172
SW-27-25-02-W4,51.1541327,-110.2083144
SW-03-26-02-W4,51.18323129,-110.2142422
SW-04-26-02-W4,51.18323016,-110.2316171
SW-16-25-02-W4,51.1249973,-110.2316304
SE-16-25-02-W4,51.12501358,-110.220134
NE-16-25-02-W4,51.1359586,-110.2201235
SE-21-25-02-W4,51.14319272,-110.2201134
SW-15-25-02-W4,51.12872733,-110.2142391
NW-15-25-02-W4,51.13595829,-110.2142326
SW-22-25-02-W4,51.14319205,-110.2083389
NW-22-25-02-W4,51.1504267,-110.2083225
NW-06-24-01-W4,51.0194389,-110.1444556
NE-01-24-02-W4,51.0194426,-110.1503422
NW-06-24-01-W4,51.01944359,-110.1385736
NW-32-23-01-W4,51.00481152,-110.1212166
SE-06-24-01-W4,51.0085058,-110.1270892
SE-06-24-01-W4,51.01221487,-110.1270917
NW-31-23-01-W4,51.00478977,-110.1385671
SW-06-24-01-W4,51.00849646,-110.1385662
SW-31-23-01-W4,50.99755432,-110.1385648
SW-06-24-01-W4,51.01220578,-110.1385688
SE-01-24-02-W4,51.01220306,-110.1503373
SE-01-24-02-W4,51.00849291,-110.1503345
NE-36-23-02-W4,51.00478785,-110.1503287
SE-36-23-02-W4,50.9975526,-110.1503249
SW-06-24-01-W4,51.01220082,-110.1444507
SW-06-24-01-W4,51.00849129,-110.1444481
NW-31-23-01-W4,51.00478168,-110.1444461
SW-31-23-01-W4,50.9975429,-110.1444423
NW-30-23-01-W4,50.99030411,-110.1444385
NE-25-23-02-W4,50.99031198,-110.1503182
NW-30-23-01-W4,50.99031623,-110.1385622
NW-20-23-01-W4,50.97570461,-110.1153275
SW-29-23-01-W4,50.98311618,-110.1212138
NE-30-23-01-W4,50.99033943,-110.1270955
NW-29-23-01-W4,50.99035886,-110.115336
SE-31-23-01-W4,50.99757494,-110.1270986
SW-32-23-01-W4,50.99758571,-110.1212234
SW-29-23-01-W4,50.97941724,-110.1153305
SW-29-23-01-W4,50.97940827,-110.1212114
NW-20-23-01-W4,50.9756969,-110.1212089
NE-19-23-01-W4,50.97568512,-110.1270853
NW-19-23-01-W4,50.97564918,-110.1444308
NE-24-23-02-W4,50.97565257,-110.150305
NW-19-23-01-W4,50.97566151,-110.1385531
SW-30-23-01-W4,50.97935541,-110.1444328
SE-25-23-02-W4,50.97936035,-110.1503075
SW-30-23-01-W4,50.97936918,-110.1385559
SW-30-23-01-W4,50.98306529,-110.1444347
SE-25-23-02-W4,50.98307137,-110.1503114
SW-30-23-01-W4,50.98307845,-110.1385581
NW-25-23-02-W4,50.99033446,-110.1676686
SE-35-23-02-W4,50.99757065,-110.1735711
SW-36-23-02-W4,50.99757146,-110.1618024
SW-36-23-02-W4,50.99758056,-110.167684
NE-26-23-02-W4,50.99032462,-110.1735562
NW-25-23-02-W4,50.99032724,-110.16179
NW-27-23-02-W4,50.99028945,-110.2141753
NW-26-23-02-W4,50.99029342,-110.1909325
NW-26-23-02-W4,50.99030415,-110.1850449
SW-35-23-02-W4,50.9975392,-110.1909459
SW-35-23-02-W4,50.99754999,-110.1850587
NE-27-23-02-W4,50.99029269,-110.1968148
SE-34-23-02-W4,50.99753846,-110.1968298
SE-27-23-02-W4,50.97933343,-110.1967921
SW-26-23-02-W4,50.97933429,-110.1909123
SW-26-23-02-W4,50.97934502,-110.1850241
SE-27-23-02-W4,50.9830469,-110.1967999
SW-26-23-02-W4,50.98304769,-110.1909192
SW-26-23-02-W4,50.9830583,-110.1850311
SW-27-23-02-W4,50.97933152,-110.2082655
SE-28-23-02-W4,50.98304987,-110.2200486
NW-21-23-02-W4,50.97566117,-110.23155
NE-23-23-02-W4,50.97565211,-110.1735266
NW-24-23-02-W4,50.97565888,-110.1617652
NW-24-23-02-W4,50.97566151,-110.1676375
SE-26-23-02-W4,50.97936523,-110.1735337
SW-25-23-02-W4,50.97937019,-110.1617706
SE-26-23-02-W4,50.98307859,-110.1735413
SW-25-23-02-W4,50.98308301,-110.1617775
SW-25-23-02-W4,50.98308843,-110.1676533
SW-25-23-02-W4,50.97937487,-110.1676454
NW-28-24-02-W4,51.07772641,-110.2316294
SW-21-24-02-W4,51.05582704,-110.2316191
NE-28-24-02-W4,51.07773639,-110.220143
NE-21-24-02-W4,51.06307162,-110.2201353
SE-21-24-02-W4,51.05583069,-110.2201341
NW-27-24-02-W4,51.07773926,-110.2083748
SW-27-24-02-W4,51.07049486,-110.2083712
SW-22-24-02-W4,51.05583184,-110.2083638
SE-28-24-02-W4,51.07049358,-110.2201394
SW-25-24-02-W4,51.07050135,-110.1618578
NW-24-24-02-W4,51.06307839,-110.1618533
SW-24-24-02-W4,51.055836,-110.1618499
SW-25-24-02-W4,51.06678988,-110.1618546
SW-01-25-02-W4,51.09960865,-110.1677571
SW-36-24-02-W4,51.08500064,-110.1677528
NW-25-24-02-W4,51.07775685,-110.1677486
SW-36-24-02-W4,51.0849861,-110.1618682
SW-23-24-02-W4,51.05583299,-110.1851057
SE-23-24-02-W4,51.05584084,-110.1736208
SW-24-24-02-W4,51.05584445,-110.1677355
NW-23-24-02-W4,51.06307345,-110.1851098
NE-23-24-02-W4,51.06308333,-110.1736243
NW-24-24-02-W4,51.06308832,-110.1677399
SW-23-24-02-W4,51.05582854,-110.1909924
SE-34-24-02-W4,51.08497414,-110.1968962
NE-27-24-02-W4,51.07773461,-110.1968931
NE-22-24-02-W4,51.06306959,-110.1968832
SE-27-24-02-W4,51.07049162,-110.1968881
SE-22-24-02-W4,51.0558298,-110.1968788
SE-27-24-02-W4,51.06678044,-110.1968858
SW-26-24-02-W4,51.06678427,-110.1851119
SE-26-24-02-W4,51.06679506,-110.1736265
SW-25-24-02-W4,51.06680057,-110.1677421
SE-26-24-02-W4,51.07050759,-110.1736293
SW-25-24-02-W4,51.07051302,-110.1677443
SW-34-24-02-W4,51.08498119,-110.2083776
SW-35-24-02-W4,51.08497034,-110.1910117
NW-26-24-02-W4,51.07773222,-110.191008
SW-26-24-02-W4,51.0704904,-110.1910025
SW-02-25-02-W4,51.0996112,-110.1910114
SW-26-24-02-W4,51.0667791,-110.1909997
SW-26-24-02-W4,51.07049608,-110.1851145
SW-02-25-02-W4,51.09961037,-110.185125
NW-23-24-02-W4,51.06306824,-110.1909971
NW-35-24-02-W4,51.09220769,-110.1851306
NW-26-24-02-W4,51.07773839,-110.1851208
NW-25-24-02-W4,51.07774371,-110.1618633
NE-26-24-02-W4,51.0777509,-110.1736342
SW-35-24-02-W4,51.0849779,-110.1851241
SE-35-24-02-W4,51.08499315,-110.1736386
NW-30-24-01-W4,51.07770478,-110.1444951
SW-31-24-01-W4,51.08494269,-110.1444999
SE-36-24-02-W4,51.08495726,-110.1503852
NE-25-24-02-W4,51.07771799,-110.1503801
NW-06-25-01-W4,51.1068282,-110.1445006
SE-12-25-02-W4,51.11406328,-110.1503812
SW-07-25-01-W4,51.11406045,-110.1444965
NE-01-25-02-W4,51.10683135,-110.1503855
SE-03-25-02-W4,51.09591422,-110.1969003
SE-03-25-02-W4,51.09961461,-110.1968978
SE-10-25-02-W4,51.11407623,-110.1968876
SW-02-25-02-W4,51.09591194,-110.1910145
NW-35-24-02-W4,51.09220454,-110.1910136
NW-02-25-02-W4,51.10683748,-110.1910058
NE-34-24-02-W4,51.09220761,-110.1968985
NE-03-25-02-W4,51.10684179,-110.1968907
SW-11-25-02-W4,51.11407237,-110.1910015
NE-02-25-02-W4,51.10683964,-110.1736389
NW-01-25-02-W4,51.10684002,-110.1677537
SW-12-25-02-W4,51.11407142,-110.1677503
SW-11-25-02-W4,51.1140724,-110.1851171
NW-01-25-02-W4,51.10683728,-110.1618685
SW-12-25-02-W4,51.11406902,-110.1618644
SE-11-25-02-W4,51.11407189,-110.1736351
NW-02-25-02-W4,51.10683835,-110.1851214
NE-36-24-02-W4,51.09218983,-110.1503862
SW-06-25-01-W4,51.09588971,-110.1445067
SW-06-25-01-W4,51.09959589,-110.1445046
SE-01-25-02-W4,51.09959928,-110.1503895
SE-01-25-02-W4,51.09589317,-110.1503915
NW-31-24-01-W4,51.09218051,-110.1445045
NW-36-24-02-W4,51.09220816,-110.1618688
NE-35-24-02-W4,51.09221416,-110.1736454
NW-36-24-02-W4,51.09221732,-110.1677569
SW-01-25-02-W4,51.09589954,-110.161874
SW-01-25-02-W4,51.09590244,-110.1677588
SW-02-25-02-W4,51.0959092,-110.1851287
SE-02-25-02-W4,51.09960919,-110.1736418
SE-02-25-02-W4,51.09590451,-110.1736444
SW-01-25-02-W4,51.09960565,-110.1618722
NE-33-23-02-W4,51.00477415,-110.2201044
SE-04-24-02-W4,51.00849264,-110.2201112
SW-34-23-02-W4,50.99753667,-110.2083112
NE-28-23-02-W4,50.99028826,-110.2200639
SW-04-24-02-W4,51.01220075,-110.2315994
NE-04-24-02-W4,51.01944522,-110.2201167
SE-03-24-02-W4,51.00849735,-110.1968522
SW-04-24-02-W4,51.01219887,-110.2374856
SW-33-23-02-W4,50.99750121,-110.2374609
NE-29-23-02-W4,50.99028713,-110.2433445
SE-29-23-02-W4,50.9830663,-110.2433423
NE-20-23-02-W4,50.97566466,-110.24334
SE-29-23-02-W4,50.97936543,-110.2433398
SW-28-23-02-W4,50.98306974,-110.2374495
NW-21-23-02-W4,50.97567323,-110.2374478
NW-28-23-02-W4,50.99028554,-110.2374511
NE-21-23-02-W4,50.97563683,-110.2200428
SW-28-23-02-W4,50.97937138,-110.2374486
NW-33-23-02-W4,51.00475251,-110.2374769
NW-32-23-02-W4,51.00476438,-110.2607408
SE-05-24-02-W4,51.00848332,-110.2433702
SE-05-24-02-W4,51.0121952,-110.2433716
NW-32-23-02-W4,51.0047613,-110.2548496
SE-31-23-02-W4,50.99752357,-110.2666232
SW-32-23-02-W4,50.99752752,-110.2607368
SE-06-24-02-W4,51.00846919,-110.2666292
SW-05-24-02-W4,51.01218332,-110.2607445
SW-05-24-02-W4,51.01218753,-110.2548578
SE-07-24-02-W4,51.02665904,-110.2666381
NE-32-23-02-W4,51.0047554,-110.243361
SE-32-23-02-W4,50.99750746,-110.2433526
SW-32-23-02-W4,50.99752073,-110.2548474
NE-30-23-02-W4,50.99028733,-110.2666163
SE-30-23-02-W4,50.97934107,-110.2666017
NW-29-23-02-W4,50.99029078,-110.2607328
NW-20-23-02-W4,50.97563649,-110.2607246
NW-29-23-02-W4,50.99028978,-110.2548421
SW-29-23-02-W4,50.98305844,-110.2548387
SW-29-23-02-W4,50.97935231,-110.2548356
SW-29-23-02-W4,50.98305404,-110.2607288
SE-30-23-02-W4,50.98305049,-110.2666066
SW-29-23-02-W4,50.9793452,-110.2607267
SE-08-24-02-W4,51.026675,-110.2433786
NW-09-24-02-W4,51.03392123,-110.2316075
SW-21-23-02-W4,50.96845754,-110.2374462
SE-20-23-02-W4,50.96844381,-110.2433378
SW-21-23-02-W4,50.96844155,-110.2315498
NW-16-23-02-W4,50.96124186,-110.2374446
NE-17-23-02-W4,50.96122295,-110.2433355
SW-16-23-02-W4,50.95402615,-110.2374429
SW-16-23-02-W4,50.95032779,-110.2374421
NW-28-23-02-W4,50.99028631,-110.2315585
SW-28-23-02-W4,50.98306289,-110.2315524
SW-28-23-02-W4,50.97936124,-110.2315513
SE-33-23-02-W4,50.99752699,-110.2200809
NW-22-23-02-W4,50.97562423,-110.2141471
SW-27-23-02-W4,50.98304503,-110.2082748
SW-33-23-02-W4,50.99751022,-110.2315706
SE-28-23-02-W4,50.97934074,-110.2200427
NW-27-23-02-W4,50.99029086,-110.208293
SW-09-23-02-W4,50.9394139,-110.2374396
NE-08-23-02-W4,50.9466004,-110.2433309
NW-09-23-02-W4,50.94662964,-110.2374412
NE-10-23-02-W4,50.9465148,-110.1967924
NW-23-23-02-W4,50.97562316,-110.1909108
NE-22-23-02-W4,50.97562344,-110.1967902
NW-22-23-02-W4,50.97562389,-110.2082651
SE-11-23-02-W4,50.93925676,-110.1734995
SW-27-23-02-W4,50.97933018,-110.2141453
SW-27-23-02-W4,50.98304363,-110.2141555
SW-34-23-02-W4,50.99753532,-110.2141951
NW-23-23-02-W4,50.97563278,-110.18502
NW-15-23-02-W4,50.96116187,-110.2141551
SW-15-23-02-W4,50.95393074,-110.2141591
NW-16-23-02-W4,50.96122192,-110.2315496
SW-16-23-02-W4,50.95030191,-110.2315503
NW-09-23-02-W4,50.94660182,-110.2315491
NW-10-23-02-W4,50.94651759,-110.2082776
SE-09-23-02-W4,50.93931939,-110.2200557
SW-09-23-02-W4,50.93938216,-110.2315489
SW-16-23-02-W4,50.95400228,-110.2315494
NW-30-23-02-W4,50.99027749,-110.2781026
SW-30-23-02-W4,50.97933246,-110.2780879
SW-30-23-02-W4,50.98304067,-110.2780929
NW-06-24-02-W4,51.01941151,-110.27812
SW-31-23-02-W4,50.9975149,-110.2781094
NW-31-23-02-W4,51.00475167,-110.2781134
NW-08-23-02-W4,50.94650866,-110.2607082
NW-08-23-02-W4,50.94653996,-110.2548213
SW-17-23-02-W4,50.95021735,-110.2607103
SE-17-23-02-W4,50.9503012,-110.2433307
SW-17-23-02-W4,50.95392624,-110.2607124
SW-17-23-02-W4,50.95395216,-110.2548249
